Order_ID,Order_Date,Product_ID,Sales_Rep_ID,Region_ID,Quantity_Sold,Unit_Price,Total_Sales,Profit,Return_Flag,Time,Year,Month,Day_of_Week,Hour,Time_of_Day,Average_Order_Size
1001,2024-09-05,202,305,101,2,523.336,1046.672,198.86768,False,23:47,2024,9,Thursday,23,Night,523.336
1002,2023-12-13,204,301,105,1,49.412000000000006,49.412000000000006,10.376520000000001,False,16:50,2023,12,Wednesday,16,Afternoon,49.412000000000006
1003,2023-09-17,201,303,101,3,253.66000000000003,760.98,190.245,False,09:00,2023,9,Sunday,9,Morning,253.66
1004,2022-12-24,204,301,105,2,380.622,761.244,228.3732,False,06:50,2022,12,Saturday,6,Morning,380.622
1005,2023-08-05,202,303,102,2,190.49800000000002,380.99600000000004,57.14940000000001,False,10:42,2023,8,Saturday,10,Morning,190.49800000000002
1006,2023-12-30,205,303,103,5,377.96000000000004,1889.8000000000002,321.2660000000001,False,16:13,2023,12,Saturday,16,Afternoon,377.96000000000004
1007,2024-03-22,202,305,101,9,553.52,4981.68,946.5192000000001,False,01:32,2024,3,Friday,1,Night,553.52
1008,2024-06-17,203,301,104,9,165.132,1486.188,312.09948,True,14:48,2024,6,Monday,14,Afternoon,165.132
1009,2023-01-16,205,301,104,4,608.6740000000001,2434.6960000000004,608.6740000000001,False,05:40,2023,1,Monday,5,Morning,608.6740000000001
1010,2024-10-08,201,304,103,6,216.084,1296.504,388.9512,False,13:45,2024,10,Tuesday,13,Afternoon,216.08399999999997
1011,2024-02-20,203,301,104,10,446.13800000000003,4461.38,669.207,False,21:27,2024,2,Tuesday,21,Night,446.13800000000003
1012,2023-04-01,201,303,102,10,483.67,4836.7,822.239,False,07:19,2023,4,Saturday,7,Morning,483.66999999999996
1013,2023-05-03,202,301,101,4,283.47,1133.88,215.43720000000002,False,22:36,2023,5,Wednesday,22,Night,283.47
1014,2022-11-29,204,303,103,8,171.292,1370.336,287.77056,True,02:24,2022,11,Tuesday,2,Night,171.292
1015,2024-08-09,204,301,103,9,426.074,3834.666,958.6665,False,06:41,2024,8,Friday,6,Morning,426.074
1016,2023-09-24,202,302,103,8,555.522,4444.176,1333.2528,False,00:54,2023,9,Sunday,0,Night,555.522
1017,2024-01-25,202,301,105,7,114.92800000000001,804.4960000000001,120.6744,False,13:12,2024,1,Thursday,13,Afternoon,114.92800000000001
1018,2023-03-06,202,301,104,7,613.25,4292.75,729.7675,True,12:19,2023,3,Monday,12,Afternoon,613.25
1019,2023-06-04,201,303,104,10,457.51200000000006,4575.120000000001,869.2728000000002,False,00:40,2023,6,Sunday,0,Night,457.51200000000006
1020,2023-03-25,202,303,102,10,496.36400000000003,4963.64,1042.3644,True,23:01,2023,3,Saturday,23,Night,496.36400000000003
1021,2024-08-31,201,303,104,7,596.5520000000001,4175.864000000001,1043.9660000000003,True,05:57,2024,8,Saturday,5,Morning,596.5520000000002
1022,2023-08-23,201,301,104,2,568.4140000000001,1136.8280000000002,341.0484000000001,True,05:55,2023,8,Wednesday,5,Morning,568.4140000000001
1023,2024-06-24,203,305,104,4,512.006,2048.024,307.2036,False,10:59,2024,6,Monday,10,Morning,512.006
1024,2024-07-25,201,303,105,9,547.932,4931.388,838.33596,False,13:23,2024,7,Thursday,13,Afternoon,547.932
1025,2024-03-16,205,305,105,10,157.542,1575.42,299.32980000000003,True,08:45,2024,3,Saturday,8,Morning,157.542
1026,2023-09-09,203,304,103,9,484.46200000000005,4360.158,915.63318,False,14:05,2023,9,Saturday,14,Afternoon,484.46200000000005
1027,2022-12-01,204,303,103,5,165.616,828.08,207.02,True,21:34,2022,12,Thursday,21,Night,165.616
1028,2024-09-26,202,305,103,8,133.91400000000002,1071.3120000000001,321.39360000000005,False,06:31,2024,9,Thursday,6,Morning,133.91400000000002
1029,2023-09-18,202,302,101,2,306.108,612.216,91.83239999999999,False,10:40,2023,9,Monday,10,Morning,306.108
1030,2022-11-28,201,302,101,7,509.49800000000005,3566.4860000000003,606.30262,False,16:56,2022,11,Monday,16,Afternoon,509.49800000000005
1031,2023-04-05,203,303,105,5,408.452,2042.26,388.0294,False,22:10,2023,4,Wednesday,22,Night,408.452
1032,2024-01-26,203,303,101,1,480.30400000000003,480.30400000000003,100.86384,False,12:50,2024,1,Friday,12,Afternoon,480.30400000000003
1033,2023-07-05,203,305,105,10,565.3560000000001,5653.560000000001,1413.3900000000003,False,21:12,2023,7,Wednesday,21,Night,565.3560000000001
1034,2023-07-12,205,303,101,10,102.168,1021.6800000000001,306.504,False,16:28,2023,7,Wednesday,16,Afternoon,102.168
1035,2024-09-13,201,305,105,5,62.876000000000005,314.38,47.157,False,21:45,2024,9,Friday,21,Night,62.876
1036,2022-11-17,201,304,103,5,209.286,1046.43,177.89310000000003,True,09:00,2022,11,Thursday,9,Morning,209.286
1037,2023-02-01,205,304,102,4,577.9840000000002,2311.9360000000006,439.2678400000001,False,12:06,2023,2,Wednesday,12,Afternoon,577.9840000000002
1038,2023-01-14,202,302,103,7,367.64200000000005,2573.4940000000006,540.4337400000001,False,13:24,2023,1,Saturday,13,Afternoon,367.6420000000001
1039,2023-12-26,205,301,103,8,604.736,4837.888,1209.472,False,10:35,2023,12,Tuesday,10,Morning,604.736
1040,2024-05-15,201,305,103,5,531.6080000000001,2658.0400000000004,797.4120000000001,True,21:56,2024,5,Wednesday,21,Night,531.6080000000001
1041,2024-09-29,204,303,103,5,121.13200000000002,605.6600000000001,90.849,False,05:17,2024,9,Sunday,5,Morning,121.13200000000002
1042,2023-01-18,203,301,102,6,601.0840000000001,3606.5040000000004,613.1056800000001,False,15:55,2023,1,Wednesday,15,Afternoon,601.0840000000001
1043,2023-12-02,201,303,103,4,213.84000000000003,855.3600000000001,162.5184,True,21:46,2023,12,Saturday,21,Night,213.84000000000003
1044,2023-06-29,205,303,105,8,510.422,4083.376,857.50896,False,14:12,2023,6,Thursday,14,Afternoon,510.422
1045,2024-02-20,202,303,103,7,61.51200000000001,430.58400000000006,107.64600000000002,False,13:10,2024,2,Tuesday,13,Afternoon,61.51200000000001
1046,2023-01-19,202,302,102,7,197.01000000000002,1379.0700000000002,413.72100000000006,False,04:27,2023,1,Thursday,4,Night,197.01000000000002
